X(m), Y(m), Z(m), Ex(Re), Ex(Im), Ey(Re), Ey(Im), Ez(Re), Ez(Im)
-0.000000, -0.000000, 3000.000000, -0.000015, -0.000000, -0.000000, 0.000000, 0.000000, 0.000000
-0.000000, -0.000000, -3000.000000, -0.000006, -0.000012, -0.000000, -0.000000, -0.000000, 0.000000
-64.506433, -68.692374, -2998.519681, -0.000013, 0.000001, 0.000000, -0.000000, -0.000000, 0.000000
-128.949205, -137.316957, -2994.080185, -0.000005, 0.000012, 0.000000, -0.000001, -0.000000, -0.000000
-193.264721, -205.806024, -2986.685894, 0.000008, 0.000011, -0.000000, -0.000001, -0.000001, -0.000000
-257.389507, -274.091986, -2976.344104, 0.000012, 0.000000, -0.000001, -0.000000, -0.000001, 0.000000
-321.260281, -342.107452, -2963.065022, 0.000006, -0.000008, -0.000001, 0.000001, -0.000001, 0.000001
-384.814010, -409.785299, -2946.861752, -0.000003, -0.000007, 0.000001, 0.000001, -0.000000, 0.000001
-447.987974, -477.058738, -2927.750286, -0.000006, 0.000000, 0.000001, -0.000000, 0.000000, 0.000000
-510.719828, -543.861377, -2905.749483, -0.000003, 0.000005, 0.000001, -0.000001, -0.000000, -0.000000
-572.947663, -610.127291, -2880.881057, 0.000002, 0.000005, -0.000000, -0.000001, -0.000001, -0.000000
-634.610068, -675.791083, -2853.169549, 0.000004, 0.000001, -0.000001, -0.000001, -0.000001, 0.000000
-695.646189, -740.787950, -2822.642307, 0.000003, -0.000002, -0.000001, -0.000001, -0.000001, 0.000001
-755.995791, -805.053750, -2789.329458, 0.000000, -0.000002, -0.000001, -0.000001, -0.000000, 0.000001
-815.599317, -868.525058, -2753.263877, -0.000002, -0.000001, -0.000001, -0.000000, 0.000000, 0.000001
-874.397945, -931.139237, -2714.481157, -0.000002, 0.000001, -0.000001, 0.000000, 0.000000, -0.000000
-932.333648, -992.834494, -2673.019573, -0.000001, 0.000002, 0.000000, 0.000000, -0.000000, -0.000001
-989.349250, -1053.549944, -2628.920040, 0.000000, 0.000002, 0.000001, -0.000000, -0.000001, -0.000001
-1045.388484, -1113.225666, -2582.226081, 0.000001, 0.000001, 0.000001, -0.000001, -0.000001, 0.000000
-1100.396045, -1171.802770, -2532.983777, 0.000001, 0.000000, 0.000000, -0.000002, -0.000001, 0.000001
-1154.317649, -1229.223445, -2481.241723, 0.000000, 0.000000, -0.000001, -0.000001, -0.000000, 0.000001
-1207.100080, -1285.431026, -2427.050983, 0.000000, 0.000000, -0.000001, -0.000001, -0.000000, 0.000000
-1258.691249, -1340.370041, -2370.465037, -0.000000, 0.000000, -0.000001, -0.000001, -0.000000, 0.000000
-1309.040242, -1393.986273, -2311.539728, -0.000000, 0.000000, -0.000001, -0.000000, 0.000000, -0.000000
-1358.097371, -1446.226808, -2250.333209, -0.000000, 0.000001, -0.000001, -0.000000, 0.000000, -0.000000
-1405.814221, -1497.040093, -2186.905882, 0.000000, 0.000001, -0.000001, 0.000000, -0.000000, -0.000001
-1452.143702, -1546.375979, -2121.320344, 0.000000, 0.000001, -0.000000, 0.000000, -0.000001, -0.000001
-1497.040093, -1594.185779, -2053.641318, 0.000001, 0.000000, 0.000000, 0.000000, -0.000001, -0.000000
-1540.459086, -1640.422311, -1983.935596, 0.000000, -0.000000, 0.000000, 0.000000, -0.000001, 0.000000
-1582.357831, -1685.039943, -1912.271969, -0.000000, -0.000001, 0.000000, -0.000000, -0.000001, 0.000001
-1622.694981, -1727.994644, -1838.721161, -0.000001, -0.000001, 0.000000, -0.000000, 0.000000, 0.000000
-1661.430726, -1769.244024, -1763.355757, -0.000001, -0.000000, 0.000000, -0.000000, 0.000000, -0.000000
-1698.526840, -1808.747373, -1686.250134, -0.000002, 0.000001, 0.000001, -0.000000, 0.000000, -0.000001
-1733.946714, -1846.465707, -1607.480385, -0.000001, 0.000001, 0.000001, -0.000000, -0.000000, -0.000001
-1767.655391, -1882.361802, -1527.124247, -0.000001, 0.000001, 0.000001, -0.000001, -0.000001, -0.000001
-1799.619605, -1916.400233, -1445.261022, -0.000000, 0.000001, 0.000001, -0.000001, -0.000001, -0.000000
-1829.807812, -1948.547409, -1361.971499, 0.000000, 0.000001, 0.000000, -0.000001, -0.000001, 0.000000
-1858.190220, -1978.771603, -1277.337875, 0.000000, 0.000000, -0.000000, -0.000001, -0.000001, 0.000001
-1884.738819, -2007.042989, -1191.443672, 0.000000, 0.000000, -0.000000, -0.000001, -0.000000, 0.000001
-1909.427408, -2033.333666, -1104.373658, -0.000000, -0.000000, -0.000000, -0.000000, -0.000000, 0.000001
-1932.231622, -2057.617688, -1016.213761, -0.000000, -0.000000, -0.000000, -0.000000, -0.000000, 0.000000
-1953.128957, -2079.871090, -927.050983, -0.000001, -0.000000, 0.000000, -0.000000, -0.000000, 0.000000
-1972.098790, -2100.071910, -836.973318, -0.000001, -0.000000, 0.000000, 0.000000, -0.000000, 0.000000
-1989.122399, -2118.200213, -746.069661, -0.000001, -0.000000, 0.000001, -0.000000, -0.000001, 0.000000
-2004.182985, -2134.238107, -654.429724, -0.000001, -0.000000, 0.000001, -0.000000, -0.000001, 0.000000
-2017.265684, -2148.169767, -562.143944, -0.000001, -0.000000, 0.000001, -0.000000, -0.000001, 0.000000
-2028.357585, -2159.981442, -469.303395, -0.000001, -0.000000, 0.000001, -0.000000, -0.000001, 0.000001
-2037.447743, -2169.661476, -375.999701, -0.000001, -0.000000, 0.000001, -0.000000, -0.000001, 0.000001
-2044.527185, -2177.200317, -282.324940, -0.000001, -0.000000, 0.000001, -0.000000, -0.000001, 0.000001
-2049.588926, -2182.590523, -188.371559, -0.000001, -0.000000, 0.000001, -0.000000, -0.000000, 0.000001
-2052.627970, -2185.826776, -94.232277, -0.000001, -0.000000, 0.000000, -0.000000, -0.000000, 0.000001
-2053.641318, -2186.905882, 0.000000, -0.000001, -0.000000, 0.000000, -0.000000, -0.000000, 0.000001
-2052.627970, -2185.826776, 94.232277, -0.000001, -0.000000, 0.000000, 0.000000, -0.000000, 0.000001
-2049.588926, -2182.590523, 188.371559, -0.000001, -0.000000, 0.000000, 0.000000, -0.000000, 0.000001
-2044.527185, -2177.200317, 282.324940, -0.000001, -0.000000, 0.000000, 0.000000, -0.000000, 0.000001
-2037.447743, -2169.661476, 375.999701, -0.000001, -0.000000, -0.000000, 0.000000, -0.000001, 0.000001
-2028.357585, -2159.981442, 469.303395, -0.000000, 0.000000, -0.000000, -0.000000, -0.000001, 0.000001
-2017.265684, -2148.169767, 562.143944, -0.000001, 0.000000, -0.000000, -0.000000, -0.000001, 0.000001
-2004.182985, -2134.238107, 654.429724, -0.000001, 0.000000, -0.000000, -0.000000, -0.000000, 0.000001
-1989.122399, -2118.200213, 746.069661, -0.000001, 0.000000, 0.000000, -0.000000, -0.000000, 0.000001
-1972.098790, -2100.071910, 836.973318, -0.000001, 0.000000, 0.000000, -0.000000, -0.000000, 0.000001
-1953.128957, -2079.871090, 927.050983, -0.000001, 0.000000, 0.000000, -0.000000, -0.000000, 0.000001
-1932.231622, -2057.617688, 1016.213761, -0.000001, 0.000000, 0.000001, 0.000000, -0.000000, 0.000002
-1909.427408, -2033.333666, 1104.373658, -0.000001, -0.000000, 0.000000, 0.000001, -0.000000, 0.000002
-1884.738819, -2007.042989, 1191.443672, -0.000001, -0.000000, 0.000000, 0.000001, -0.000001, 0.000002
-1858.190220, -1978.771603, 1277.337875, -0.000001, -0.000001, -0.000000, 0.000001, -0.000001, 0.000001
-1829.807812, -1948.547409, 1361.971499, -0.000001, -0.000001, -0.000000, 0.000001, -0.000001, 0.000001
-1799.619605, -1916.400233, 1445.261022, -0.000000, -0.000001, -0.000001, 0.000000, -0.000000, 0.000000
-1767.655391, -1882.361802, 1527.124247, 0.000000, -0.000000, -0.000001, 0.000000, 0.000001, 0.000000
-1733.946714, -1846.465707, 1607.480385, 0.000001, 0.000000, -0.000000, -0.000000, 0.000001, 0.000001
-1698.526840, -1808.747373, 1686.250134, 0.000000, 0.000001, -0.000000, 0.000000, 0.000001, 0.000002
-1661.430726, -1769.244024, 1763.355757, -0.000001, 0.000001, 0.000000, 0.000000, 0.000000, 0.000002
-1622.694981, -1727.994644, 1838.721161, -0.000001, 0.000001, 0.000000, 0.000000, -0.000001, 0.000002
-1582.357831, -1685.039943, 1912.271969, -0.000002, 0.000001, 0.000000, 0.000000, -0.000001, 0.000001
-1540.459086, -1640.422311, 1983.935596, -0.000001, 0.000000, 0.000000, 0.000000, -0.000000, 0.000001
-1497.040093, -1594.185779, 2053.641318, -0.000001, -0.000000, 0.000001, 0.000001, 0.000000, 0.000001
-1452.143702, -1546.375979, 2121.320344, -0.000000, -0.000000, 0.000001, 0.000001, 0.000000, 0.000001
-1405.814221, -1497.040093, 2186.905882, -0.000000, 0.000000, 0.000000, 0.000001, 0.000000, 0.000002
-1358.097371, -1446.226808, 2250.333209, -0.000000, 0.000001, -0.000000, 0.000001, 0.000000, 0.000002
-1309.040242, -1393.986273, 2311.539728, -0.000000, 0.000001, -0.000000, 0.000001, -0.000000, 0.000002
-1258.691249, -1340.370041, 2370.465037, -0.000001, 0.000001, -0.000000, 0.000001, -0.000000, 0.000002
-1207.100080, -1285.431026, 2427.050983, -0.000001, 0.000001, -0.000001, 0.000001, -0.000000, 0.000002
-1154.317649, -1229.223445, 2481.241723, -0.000001, 0.000000, -0.000001, 0.000001, -0.000001, 0.000001
-1100.396045, -1171.802770, 2532.983777, -0.000000, 0.000000, -0.000001, 0.000000, -0.000000, 0.000001
-1045.388484, -1113.225666, 2582.226081, 0.000000, 0.000000, -0.000001, -0.000000, 0.000000, 0.000001
-989.349250, -1053.549944, 2628.920040, 0.000001, 0.000001, 0.000000, -0.000000, 0.000001, 0.000001
-932.333648, -992.834494, 2673.019573, 0.000001, 0.000002, 0.000001, 0.000001, 0.000001, 0.000002
-874.397945, -931.139237, 2714.481157, -0.000001, 0.000003, 0.000000, 0.000001, -0.000000, 0.000002
-815.599317, -868.525058, 2753.263877, -0.000002, 0.000002, -0.000000, 0.000001, -0.000001, 0.000001
-755.995791, -805.053750, 2789.329458, -0.000003, 0.000000, -0.000001, 0.000001, -0.000001, 0.000001
-695.646189, -740.787950, 2822.642307, -0.000002, -0.000002, -0.000001, 0.000001, -0.000000, 0.000000
-634.610068, -675.791083, 2853.169549, 0.000002, -0.000002, -0.000001, 0.000001, 0.000000, 0.000000
-572.947663, -610.127291, 2880.881057, 0.000004, 0.000001, -0.000001, 0.000000, 0.000001, 0.000001
-510.719828, -543.861377, 2905.749483, 0.000002, 0.000006, -0.000001, -0.000001, 0.000000, 0.000001
-447.987974, -477.058738, 2927.750286, -0.000004, 0.000007, 0.000000, -0.000001, -0.000000, 0.000001
-384.814010, -409.785299, 2946.861752, -0.000009, 0.000001, 0.000001, 0.000000, -0.000001, 0.000001
-321.260281, -342.107452, 2963.065022, -0.000005, -0.000008, 0.000000, 0.000001, -0.000000, -0.000000
-257.389507, -274.091986, 2976.344104, 0.000006, -0.000009, -0.000001, 0.000001, 0.000001, -0.000000
-193.264721, -205.806024, 2986.685894, 0.000013, 0.000001, -0.000001, 0.000000, 0.000001, 0.000000
-128.949205, -137.316957, 2994.080185, 0.000007, 0.000013, -0.000000, -0.000000, 0.000001, 0.000001
-64.506433, -68.692374, 2998.519681, -0.000007, 0.000013, 0.000000, -0.000000, 0.000000, 0.000001
-0.000000, -0.000000, 3000.000000, -0.000015, -0.000000, -0.000000, 0.000000, 0.000000, 0.000000
-0.000000, -0.000000, -3000.000000, -0.000006, -0.000012, -0.000000, -0.000000, -0.000000, 0.000000
-60.065914, -72.607218, -2998.519681, -0.000013, -0.000000, 0.000000, -0.000000, -0.000000, 0.000000
-120.072550, -145.142780, -2994.080185, -0.000007, 0.000011, 0.000000, -0.000001, -0.000000, -0.000000
-179.960690, -217.535105, -2986.685894, 0.000005, 0.000012, -0.000000, -0.000001, -0.000001, -0.000000
-239.671229, -289.712749, -2976.344104, 0.000012, 0.000004, -0.000001, -0.000000, -0.000001, 0.000000
-299.145243, -361.604481, -2963.065022, 0.000009, -0.000006, -0.000001, 0.000001, -0.000001, 0.000001
-358.324035, -433.139353, -2946.861752, 0.000001, -0.000008, 0.000000, 0.000001, -0.000000, 0.000001
-417.149206, -504.246769, -2927.750286, -0.000005, -0.000004, 0.000001, 0.000000, 0.000000, 0.000001
-475.562700, -574.856554, -2905.749483, -0.000005, 0.000002, 0.000001, -0.000001, 0.000000, 0.000000
-533.506872, -644.899025, -2880.881057, -0.000001, 0.000004, 0.000000, -0.000001, -0.000000, -0.000000
-590.924536, -714.305059, -2853.169549, 0.000002, 0.000003, -0.000000, -0.000001, -0.000001, -0.000000
-647.759030, -783.006160, -2822.642307, 0.000003, 0.000001, -0.000000, -0.000001, -0.000001, 0.000000
-703.954263, -850.934529, -2789.329458, 0.000002, -0.000001, -0.000000, -0.000001, -0.000001, 0.000001
-759.454779, -918.023127, -2753.263877, 0.000001, -0.000002, -0.000001, -0.000001, -0.000000, 0.000001
-814.205804, -984.205748, -2714.481157, -0.000000, -0.000001, -0.000001, -0.000000, 0.000000, 0.000001
-868.153307, -1049.417076, -2673.019573, -0.000001, -0.000000, -0.000001, 0.000000, 0.000000, 0.000000
-921.244047, -1113.592757, -2628.920040, -0.000001, 0.000001, -0.000000, 0.000001, -0.000000, -0.000000
-973.425631, -1176.669456, -2582.226081, -0.000000, 0.000001, 0.000001, 0.000000, -0.000001, -0.000000
-1024.646560, -1238.584924, -2532.983777, 0.000000, 0.000001, 0.000001, -0.000000, -0.000001, -0.000000
-1074.856288, -1299.278059, -2481.241723, 0.000000, 0.000001, 0.000000, -0.000001, -0.000001, 0.000000
-1124.005262, -1358.688962, -2427.050983, 0.000001, 0.000001, 0.000000, -0.000001, -0.000001, 0.000000
-1172.044978, -1416.759004, -2370.465037, 0.000000, 0.000000, 0.000000, -0.000001, -0.000001, 0.000000
-1218.928028, -1473.430876, -2311.539728, 0.000000, 0.000000, 0.000000, -0.000001, -0.000001, 0.000001
-1264.608143, -1528.648650, -2250.333209, -0.000000, 0.000000, -0.000000, -0.000001, -0.000000, 0.000001
-1309.040242, -1582.357831, -2186.905882, -0.000000, 0.000000, -0.000001, -0.000001, 0.000000, 0.000001
-1352.180477, -1634.505417, -2121.320344, -0.000001, 0.000001, -0.000001, -0.000001, 0.000000, 0.000000
-1393.986273, -1685.039943, -2053.641318, -0.000000, 0.000001, -0.000001, -0.000000, 0.000000, -0.000000
-1434.416372, -1733.911538, -1983.935596, 0.000000, 0.000001, -0.000001, -0.000000, -0.000000, -0.000001
-1473.430876, -1781.071972, -1912.271969, 0.000001, 0.000001, -0.000000, -0.000000, -0.000001, -0.000000
-1510.991282, -1826.474703, -1838.721161, 0.000001, 0.000000, -0.000000, -0.000000, -0.000001, 0.000000
-1547.060521, -1870.074923, -1763.355757, 0.000000, -0.000000, -0.000000, -0.000000, -0.000000, 0.000000
-1581.602998, -1911.829606, -1686.250134, -0.000000, -0.000001, -0.000000, 0.000000, 0.000000, 0.000000
-1614.584625, -1951.697544, -1607.480385, -0.000001, -0.000000, -0.000000, 0.000000, 0.000000, -0.000000
-1645.972851, -1989.639391, -1527.124247, -0.000001, -0.000000, 0.000000, 0.000000, 0.000000, -0.000001
-1675.736701, -2025.617705, -1445.261022, -0.000001, 0.000000, 0.000000, 0.000000, -0.000000, -0.000001
-1703.846801, -2059.596979, -1361.971499, -0.000001, 0.000000, 0.000001, 0.000000, -0.000000, -0.000001
-1730.275409, -2091.543679, -1277.337875, -0.000001, 0.000000, 0.000001, -0.000000, -0.000001, -0.000001
-1754.996445, -2121.426278, -1191.443672, -0.000001, 0.000001, 0.000001, -0.000001, -0.000001, -0.000000
-1777.985512, -2149.215286, -1104.373658, -0.000001, 0.000001, 0.000001, -0.000001, -0.000001, -0.000000
-1799.219921, -2174.883277, -1016.213761, -0.000001, 0.000001, 0.000000, -0.000001, -0.000000, -0.000000
-1818.678717, -2198.404921, -927.050983, -0.000001, 0.000001, 0.000000, -0.000001, -0.000000, -0.000000
-1836.342697, -2219.757005, -836.973318, -0.000001, 0.000001, 0.000000, -0.000001, -0.000000, -0.000000
-1852.194429, -2238.918457, -746.069661, -0.000000, 0.000001, 0.000000, -0.000001, -0.000000, -0.000000
-1866.218268, -2255.870367, -654.429724, -0.000000, 0.000000, 0.000000, -0.000000, -0.000000, -0.000000
-1878.400375, -2270.596005, -562.143944, -0.000000, 0.000000, 0.000000, -0.000000, -0.000001, -0.000000
-1888.728728, -2283.080838, -469.303395, -0.000000, 0.000000, 0.000000, -0.000000, -0.000001, 0.000000
-1897.193134, -2293.312547, -375.999701, -0.000000, 0.000000, 0.000000, -0.000000, -0.000001, 0.000000
-1903.785239, -2301.281033, -282.324940, -0.000001, 0.000000, 0.000000, -0.000000, -0.000001, 0.000001
-1908.498537, -2306.978433, -188.371559, -0.000001, 0.000000, 0.000000, -0.000000, -0.000001, 0.000001
-1911.328378, -2310.399123, -94.232277, -0.000001, 0.000000, 0.000000, -0.000000, -0.000001, 0.000001
-1912.271969, -2311.539728, 0.000000, -0.000001, 0.000000, 0.000000, -0.000000, -0.000001, 0.000001
-1911.328378, -2310.399123, 94.232277, -0.000001, 0.000000, 0.000000, -0.000000, -0.000001, 0.000001
-1908.498537, -2306.978433, 188.371559, -0.000001, 0.000000, 0.000000, -0.000000, -0.000001, 0.000001
-1903.785239, -2301.281033, 282.324940, -0.000001, 0.000000, 0.000000, -0.000000, -0.000001, 0.000001
-1897.193134, -2293.312547, 375.999701, -0.000001, -0.000000, 0.000000, -0.000000, -0.000001, 0.000001
-1888.728728, -2283.080838, 469.303395, -0.000001, -0.000000, 0.000000, -0.000000, -0.000000, 0.000001
-1878.400375, -2270.596005, 562.143944, -0.000001, -0.000000, 0.000000, -0.000000, -0.000000, 0.000001
-1866.218268, -2255.870367, 654.429724, -0.000001, -0.000000, 0.000000, 0.000000, -0.000000, 0.000001
-1852.194429, -2238.918457, 746.069661, -0.000001, -0.000000, 0.000000, 0.000000, 0.000000, 0.000001
-1836.342697, -2219.757005, 836.973318, -0.000001, -0.000000, 0.000000, 0.000000, 0.000000, 0.000001
-1818.678717, -2198.404921, 927.050983, -0.000001, -0.000000, 0.000000, 0.000000, 0.000000, 0.000001
-1799.219921, -2174.883277, 1016.213761, -0.000000, -0.000000, -0.000000, 0.000000, -0.000000, 0.000001
-1777.985512, -2149.215286, 1104.373658, -0.000000, -0.000000, -0.000000, 0.000000, -0.000000, 0.000001
-1754.996445, -2121.426278, 1191.443672, -0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000001
-1730.275409, -2091.543679, 1277.337875, -0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000001
-1703.846801, -2059.596979, 1361.971499, -0.000000, 0.000001, 0.000000, -0.000000, 0.000001, 0.000001
-1675.736701, -2025.617705, 1445.261022, -0.000001, 0.000001, 0.000001, -0.000000, 0.000001, 0.000001
-1645.972851, -1989.639391, 1527.124247, -0.000001, 0.000001, 0.000001, 0.000000, 0.000001, 0.000002
-1614.584625, -1951.697544, 1607.480385, -0.000001, 0.000001, 0.000001, 0.000000, 0.000000, 0.000002
-1581.602998, -1911.829606, 1686.250134, -0.000002, 0.000000, 0.000001, 0.000001, -0.000000, 0.000002
-1547.060521, -1870.074923, 1763.355757, -0.000002, -0.000000, 0.000000, 0.000001, -0.000001, 0.000002
-1510.991282, -1826.474703, 1838.721161, -0.000001, -0.000001, 0.000000, 0.000001, -0.000000, 0.000001
-1473.430876, -1781.071972, 1912.271969, -0.000000, -0.000001, 0.000000, 0.000001, 0.000000, 0.000001
-1434.416372, -1733.911538, 1983.935596, 0.000000, -0.000000, 0.000000, 0.000001, 0.000001, 0.000002
-1393.986273, -1685.039943, 2053.641318, 0.000000, 0.000001, -0.000000, 0.000001, 0.000000, 0.000002
-1352.180477, -1634.505417, 2121.320344, -0.000000, 0.000001, -0.000001, 0.000001, -0.000000, 0.000002
-1309.040242, -1582.357831, 2186.905882, -0.000001, 0.000001, -0.000001, 0.000001, -0.000001, 0.000002
-1264.608143, -1528.648650, 2250.333209, -0.000001, 0.000001, -0.000001, 0.000001, -0.000001, 0.000001
-1218.928028, -1473.430876, 2311.539728, -0.000001, 0.000000, -0.000001, 0.000001, -0.000000, 0.000001
-1172.044978, -1416.759004, 2370.465037, -0.000000, 0.000000, -0.000001, 0.000001, -0.000000, 0.000001
-1124.005262, -1358.688962, 2427.050983, -0.000000, 0.000000, -0.000001, 0.000000, -0.000000, 0.000001
-1074.856288, -1299.278059, 2481.241723, 0.000000, 0.000001, -0.000001, 0.000000, 0.000000, 0.000001
-1024.646560, -1238.584924, 2532.983777, 0.000000, 0.000001, -0.000000, 0.000000, 0.000000, 0.000001
-973.425631, -1176.669456, 2582.226081, 0.000000, 0.000002, 0.000001, 0.000000, 0.000001, 0.000001
-921.244047, -1113.592757, 2628.920040, -0.000000, 0.000002, 0.000001, 0.000001, 0.000000, 0.000002
-868.153307, -1049.417076, 2673.019573, -0.000001, 0.000002, 0.000000, 0.000002, -0.000000, 0.000002
-814.205804, -984.205748, 2714.481157, -0.000002, 0.000001, -0.000001, 0.000002, -0.000001, 0.000001
-759.454779, -918.023127, 2753.263877, -0.000002, -0.000000, -0.000001, 0.000001, -0.000001, 0.000001
-703.954263, -850.934529, 2789.329458, -0.000001, -0.000001, -0.000001, 0.000001, -0.000000, 0.000000
-647.759030, -783.006160, 2822.642307, 0.000001, -0.000001, -0.000001, 0.000001, 0.000000, 0.000000
